indicador_id,nombre,periodo,valor
6206972689,Hogares con televisor (%),2015,93.5301528948207
6206972689,Hogares con televisor (%),2016,93.0518327708827
6206972689,Hogares con televisor (%),2017,93.2
6206972689,Hogares con televisor (%),2018,92.9
6206972689,Hogares con televisor (%),2019,92.4
6206972689,Hogares con televisor (%),2020,91.4
6206972689,Hogares con televisor (%),2021,91.2
6206972689,Hogares con televisor (%),2022,90.6689512384765
6206972689,Hogares con televisor (%),2023,90.3886417796689
6206972689,Hogares con televisor (%),2024,90.1818320703679
6206972690,Hogares con televisor (%),2015,44.8503084741892
6206972690,Hogares con televisor (%),2016,45.4407134296467
6206972690,Hogares con televisor (%),2017,45.3
6206972690,Hogares con televisor (%),2018,44.7
6206972690,Hogares con televisor (%),2019,43.9
6206972690,Hogares con televisor (%),2020,43.8
6206972690,Hogares con televisor (%),2021,44.8
6206972690,Hogares con televisor (%),2022,43.8984431555193
6206972690,Hogares con televisor (%),2023,43.8483317985388
6206972690,Hogares con televisor (%),2024,43.9415305171148
6206972691,Usuarios de televisión abierta (%),2015,43.7178099962207
6206972691,Usuarios de televisión abierta (%),2016,51.9833282946266
6206972691,Usuarios de televisión abierta (%),2017,49.4
6206972691,Usuarios de televisión abierta (%),2018,47.1
6206972691,Usuarios de televisión abierta (%),2019,45.6
6206972691,Usuarios de televisión abierta (%),2020,42.6
6206972691,Usuarios de televisión abierta (%),2021,43.3
6206972691,Usuarios de televisión abierta (%),2022,41.467734262669
6206972691,Usuarios de televisión abierta (%),2023,39.5611432416524
6206972691,Usuarios de televisión abierta (%),2024,35.6751294160161
6206972692,Hogares con computadora (%),2015,39.0890581914906
6206972692,Hogares con computadora (%),2016,46.8585365948861
6206972692,Hogares con computadora (%),2017,50.7
6206972692,Hogares con computadora (%),2018,52.5
6206972692,Hogares con computadora (%),2019,55.8
6206972692,Hogares con computadora (%),2020,59.9
6206972692,Hogares con computadora (%),2021,66.4
6206972692,Hogares con computadora (%),2022,68.5013433621677
6206972692,Hogares con computadora (%),2023,71.6535206598211
6206972692,Hogares con computadora (%),2024,73.6054565200379
6206972693,Hogares con televisión de paga (%),2015,57.3514217690131
6206972693,Hogares con televisión de paga (%),2016,59.3709030725112
6206972693,Hogares con televisión de paga (%),2017,63.7
6206972693,Hogares con televisión de paga (%),2018,65.5
6206972693,Hogares con televisión de paga (%),2019,69.6
6206972693,Hogares con televisión de paga (%),2020,71.5
6206972693,Hogares con televisión de paga (%),2021,75.6
6206972693,Hogares con televisión de paga (%),2022,78.6321789440471
6206972693,Hogares con televisión de paga (%),2023,81.1831875540293
6206972693,Hogares con televisión de paga (%),2024,83.1223379945658
6206972694,Hogares con conexión a internet (%),2015,51.2061359295071
6206972694,Hogares con conexión a internet (%),2016,46.8311802210985
6206972694,Hogares con conexión a internet (%),2017,45.2
6206972694,Hogares con conexión a internet (%),2018,44.7
6206972694,Hogares con conexión a internet (%),2019,42.4
6206972694,Hogares con conexión a internet (%),2020,37.5
6206972694,Hogares con conexión a internet (%),2021,37.4
6206972694,Hogares con conexión a internet (%),2022,36.9945791608405
6206972694,Hogares con conexión a internet (%),2023,37.253565041781
6206972694,Hogares con conexión a internet (%),2024,36.5950195165123
6206972695,Usuarios de radio (%),2015,29.1625755265775
6206972695,Usuarios de radio (%),2016,20.6702060804434
6206972695,Usuarios de radio (%),2017,16.8
6206972695,Usuarios de radio (%),2018,13.5
6206972695,Usuarios de radio (%),2019,10.9
6206972695,Usuarios de radio (%),2020,6.2
6206972695,Usuarios de radio (%),2021,4.8
6206972695,Usuarios de radio (%),2022,4.62522649758143
6206972695,Usuarios de radio (%),2023,4.75365188765289
6206972695,Usuarios de radio (%),2024,4.86828132366151
6206972697,Usuarios de internet (%),2015,51.3431468813723
6206972697,Usuarios de internet (%),2016,52.2466957697142
6206972697,Usuarios de internet (%),2017,46.7
6206972697,Usuarios de internet (%),2018,46.8
6206972697,Usuarios de internet (%),2019,44.5
6206972697,Usuarios de internet (%),2020,51.5
6206972697,Usuarios de internet (%),2021,46.5
6206972697,Usuarios de internet (%),2022,46.7614041041844
6206972697,Usuarios de internet (%),2023,44.5505942369434
6206972697,Usuarios de internet (%),2024,45.4378575322923
6207129517,Usuarios de teléfono celular (%),2015,71.3828171339141
6207129517,Usuarios de teléfono celular (%),2016,73.5119591296987
6207129517,Usuarios de teléfono celular (%),2017,72.1
6207129517,Usuarios de teléfono celular (%),2018,73.3
6207129517,Usuarios de teléfono celular (%),2019,74.9
6207129517,Usuarios de teléfono celular (%),2020,75.1
6207129517,Usuarios de teléfono celular (%),2021,78.3
6207129517,Usuarios de teléfono celular (%),2022,79.2389234739154
6207129517,Usuarios de teléfono celular (%),2023,81.379925136336
6207129517,Usuarios de teléfono celular (%),2024,81.7333327131258
8999998854,Usuarios que se conectan fuera del hogar (%),2023,19.993937451367
8999998854,Usuarios que se conectan fuera del hogar (%),2024,25.982923330375
